0	1	2
endommag	1	0	0
detest	1	0	0
accabl	1	0	0
damn	1	0	0
dang	1	0	0
danger	1	0	0
dangeros	1	0	0
assombr	1	0	0
obscur	1	0	0
decourag	1	0	0
tres moyen	1	0	0
retard	1	0	0
vertig	1	0	0
vom	1	0	0
envi de vom	1	0	0
mal au coeur	1	0	0
mort	1	0	0
mauv payeur	1	0	0
mortel	1	0	0
sourd	1	0	0
deces	1	0	0
debacl	1	0	0
defait	1	0	0
pas a la hauteur	1	0	0
pas si bon	1	0	0
devaloris	1	0	0
perdu sa valeur	1	0	0
perdr sa valeur	1	0	0
debil	1	0	0
impuiss	1	0	0
faibl	1	0	0
faibless	1	0	0
det	1	0	0
decadent	1	0	0
pourr	1	0	0
dupliqu	1	0	0
hypocris	1	0	0
hypocrit	1	0	0
delinqu	1	0	0
incap	1	0	0
diffamatoir	1	0	0
defectu	1	0	0
provoc	1	0	0
deficient	1	0	0
dysfonction	1	0	0
carenc	1	0	0
point faibl	1	0	0
profan	1	0	0
deform	1	0	0
fraud	1	0	0
defunt	1	0	0
degener	1	0	0
degenerescent	1	0	0
degrad	1	0	0
lent	1	0	0
lambin	1	0	0
louch	1	0	0
chelou	1	0	0
relou	1	0	0
delir	1	0	0
illus	1	0	0
inond	1	0	0
avil	1	0	0
demol	1	0	0
demon	1	0	0
satan	1	0	0
diabl	1	0	0
diabol	1	0	0
demoniaqu	1	0	0
diabolis	1	0	0
demoralis	1	0	0
deneg	1	0	0
deni	1	0	0
ni	1	0	0
denonc	1	0	0
salop	1	0	0
denonci	1	0	0
epuis	1	0	0
deprav	1	0	0
deraill	1	0	0
desapprouv	1	0	0
deprim	1	0	0
depress	1	0	0
deris	1	0	0
derisoir	1	0	0
moqueur	1	0	0
desol	1	0	0
desespoir	1	0	0
desesper	1	0	0
ignobl	1	0	0
insignifi	1	0	0
indign	1	0	0
tres mauv	1	0	0
infect	1	0	0
tocard	1	0	0
salaud	1	0	0
malfais	1	0	0
sordid	1	0	0
nuisibl	1	0	0
nuit	1	0	0
nuir	1	0	0
nefast	1	0	0
malveil	1	0	0
malintention	1	0	0
mal intention	1	0	0
malpropr	1	0	0
coquin	1	0	0
crapul	1	0	0
odieux	1	0	0
sans charm	1	0	0
fichu	1	0	0
encul	1	0	0
spoli	1	0	0
spoliateur	1	0	0
destabilis	1	0	0
denu	1	0	0
pauvret	1	0	0
pauvr	1	0	0
paress	1	0	0
detruir	1	0	0
destructeur	1	0	0
destruct	1	0	0
deterior	1	0	0
port atteint	1	0	0
devast	1	0	0
ravag	1	0	0
deviat	1	0	0
diabler	1	0	0
malign	1	0	0
malin	1	0	0
bluffeur	1	0	0
dup	1	0	0
bluff	1	0	0
depourvu	1	0	0
dictateur	1	0	0
dictatorial	1	0	0
mour	1	0	0
intransig	1	0	0
meurt	1	0	0
problem	1	0	0
dilemm	1	0	0
gach	1	0	0
salet	1	0	0
desaccord	1	0	0
desavantag	1	0	0
defavoris	1	0	0
inconvenient	1	0	0
mecontent	1	0	0
desavou	1	0	0
etre en desaccord	1	0	0
desagre	1	0	0
pas d'accord	1	0	0
refus	1	0	0
decu	1	0	0
decev	1	0	0
decevoir	1	0	0
decoit	1	0	0
desapprob	1	0	0
desarm	1	0	0
desarroi	1	0	0
desastr	1	0	0
desaveu	1	0	0
incredul	1	0	0
ne croir pas	1	0	0
ne croir plus	1	0	0
inconfort	1	0	0
inconsol	1	0	0
interrompu	1	0	0
discontinu	1	0	0
discord	1	0	0
desordr	1	0	0
discourtois	1	0	0
discredit	1	0	0
discrimin	1	0	0
discriminatoir	1	0	0
defaveur	1	0	0
hont	1	0	0
degout	1	0	0
malhonnet	1	0	0
malhonnetet	1	0	0
deshonor	1	0	0
desillu	1	0	0
manqu de respect	1	0	0
desintegr	1	0	0
desinteress	1	0	0
ne aim pas	1	0	0
aim pas	1	0	0
n'aim pas	1	0	0
ne pas aim	1	0	0
deloyal	1	0	0
deloyaut	1	0	0
desobeiss	1	0	0
desobeir	1	0	0
desordon	1	0	0
desorganis	1	0	0
deboussol	1	0	0
rebel	1	0	0
reni	1	0	0
rejet	1	0	0
deplair	1	0	0
disproportion	1	0	0
refut	1	0	0
contest	1	0	0
fui	1	0	0
suspect	1	0	0
soupcon	1	0	0
fauss	1	0	0
irrespectu	1	0	0
perturb	1	0	0
insatisfact	1	0	0
insatisfais	1	0	0
dissens	1	0	0
emeut	1	0	0
divis	1	0	0
divergent	1	0	0
diverg	1	0	0
dissident	1	0	0
bas de gamm	1	0	0
distors	1	0	0
detress	1	0	0
desunion	1	0	0
devaleur	1	0	0
etourd	1	0	0
branl	1	0	0
obstin	1	0	0
marasm	1	0	0
regress	1	0	0
pert	1	0	0
dop	1	0	0
drogu	1	0	0
shit	1	0	0
dout	1	0	0
douteux	1	0	0
chut	1	0	0
ralent	1	0	0
dracon	1	0	0
craint	1	0	0
affaissement	1	0	0
secheress	1	0	0
noyad	1	0	0
ivre	1	0	0
ivrogn	1	0	0
alcool	1	0	0
dubit	1	0	0
sans valeur	1	0	0
lourdaud	1	0	0
lourdingu	1	0	0
gourd	1	0	0
poussi	1	0	0
poussier	1	0	0
train de mour	1	0	0
per	1	0	0
assourd	1	0	0
effronter	1	0	0
bassess	1	0	0
hard	1	0	0
hardiess	1	0	0
impertinent	1	0	0
egocentr	1	0	0
insoci	1	0	0
man	1	0	0
egot	1	0	0
egoist	1	0	0
emascul	1	0	0
mettr en dang	1	0	0
mis en dang	1	0	0
mettr en peril	1	0	0
met en peril	1	0	0
mis en peril	1	0	0
peril	1	0	0
ennem	1	0	0
englout	1	0	0
extermin	1	0	0
enrag	1	0	0
rag	1	0	0
asserv	1	0	0
tendr au pieg	1	0	0
tendu un pieg	1	0	0
piegeag	1	0	0
envieux	1	0	0
pas envi	1	0	0
epidem	1	0	0
eros	1	0	0
errant	1	0	0
errat	1	0	0
erron	1	0	0
erreur	1	0	0
erupt	1	0	0
fuit en avant	1	0	0
elud	1	0	0
evas	1	0	0
maux	1	0	0
exager	1	0	0
exasper	1	0	0
excess	1	0	0
exclus	1	0	0
exil	1	0	0
ban	1	0	0
expuls	1	0	0
excus	1	0	0
pretext	1	0	0
execr	1	0	0
echapp	1	0	0
exorbit	1	0	0
expir	1	0	0
explos	1	0	0
expropri	1	0	0
eteindr	1	0	0
extorqu	1	0	0
retoqu	1	0	0
extors	1	0	0
extrem	1	0	0
fucking	1	0	0
fausset	1	0	0
mensong	1	0	0
famin	1	0	0
affam	1	0	0
farfelu	1	0	0
grotesqu	1	0	0
incompatibl	1	0	0
fascism	1	0	0
fascist	1	0	0
fatal	1	0	0
fatid	1	0	0
fatigu	1	0	0
imbecill	1	0	0
stupid	1	0	0
faut	1	0	0
effroi	1	0	0
feroc	1	0	0
fetid	1	0	0
fievr	1	0	0
febril	1	0	0
fiasco	1	0	0
menteur	1	0	0
inconst	1	0	0
fiction	1	0	0
crasseux	1	0	0
impur	1	0	0
coup de poing	1	0	0
coup de pied	1	0	0
coup de feu	1	0	0
volag	1	0	0
bet	1	0	0
interdir	1	0	0
interd	1	0	0
interdict	1	0	0
grossieret	1	0	0
grincheux	1	0	0
sot	1	0	0
fractur	1	0	0
fragment	1	0	0
frenet	1	0	0
turbulent	1	0	0
bouill	1	0	0
fraudul	1	0	0
flipp	1	0	0
monstr	1	0	0
frenes	1	0	0
vain	1	0	0
sans resultat	1	0	0
sans issu	1	0	0
frustr	1	0	0
frustrat	1	0	0
fugit	1	0	0
fum	1	0	0
froussard	1	0	0
poltron	1	0	0
drol	1	0	0
scandal	1	0	0
fureur	1	0	0
futil	1	0	0
maigr	1	0	0
irrit	1	0	0
gangst	1	0	0
vandal	1	0	0
vandalis	1	0	0
voyou	1	0	0
band	1	0	0
ordur	1	0	0
poubel	1	0	0
dechet	1	0	0
genocid	1	0	0
ghetto	1	0	0
fantom	1	0	0
charabi	1	0	0
emmerd	1	0	0
bavardag	1	0	0
papotag	1	0	0
beaucoup de bruit	1	0	0
ineleg	1	0	0
pas sur	1	0	0
grief	1	0	0
sinistr	1	0	0
grimac	1	0	0
coliqu	1	0	0
macabr	1	0	0
raleur	1	0	0
ral	1	0	0
grogn	1	0	0
rancun	1	0	0
rancoeur	1	0	0
malic	1	0	0
contrecSur	1	0	0
contre cSur	1	0	0
rus	1	0	0
camouflag	1	0	0
camoufl	1	0	0
culpabl	1	0	0
pirat	1	0	0
hack	1	0	0
malchanc	1	0	0
harcel	1	0	0
bemol	1	0	0
durc	1	0	0
trac	1	0	0
souc	1	0	0
plein de problem	1	0	0
beaucoup de problem	1	0	0
plein de souc	1	0	0
haineux	1	0	0
haisseur	1	0	0
hait	1	0	0
haiss	1	0	0
degat	1	0	0
guerr	1	0	0
brouillard	1	0	0
mauv temp	1	0	0
beau temp	0	0	1
soleil	0	0	1
ensoleil	0	0	1
brumeux	1	0	0
zut	1	0	0
enfer	1	0	0
trublion	1	0	0
morbid	1	0	0
hideux	1	0	0
hideur	1	0	0
prix elev	1	0	0
trop cher	1	0	0
obstacl	1	0	0
canular	1	0	0
rumeur	1	0	0
creux	1	0	0
hooligan	1	0	0
sans espoir	1	0	0
impossibil	1	0	0
horrifi	1	0	0
otag	1	0	0
humili	1	0	0
bourdon	1	0	0
bless	1	0	0
hyster	1	0	0
cris de nerf	1	0	0
ignor	1	0	0
mal concu	1	0	0
mal defin	1	0	0
mal fait	1	0	0
mal form	1	0	0
mal eduqu	1	0	0
mech	1	0	0
mal class	1	0	0
mauv trait	1	0	0
mauv usag	1	0	0
mal emploi	1	0	0
illegitim	1	0	0
illicit	1	0	0
analphabet	1	0	0
illog	1	0	0
mirag	1	0	0
illusoir	1	0	0
desequilibr	1	0	0
imbroglio	1	0	0
immoder	1	0	0
immodest	1	0	0
immoral	1	0	0
imparf	1	0	0
imperfect	1	0	0
imparfait	1	0	0
imperial	1	0	0
repress	1	0	0
impiet	1	0	0
invraisembl	1	0	0
impol	1	0	0
monoton	1	0	0
non souhait	1	0	0
insupport	1	0	0
intrus	1	0	0
inconven	1	0	0
importun	1	0	0
impos	1	0	0
imposit	1	0	0
appauvr	1	0	0
imprec	1	0	0
imprecis	1	0	0
emprison	1	0	0
encore pir	1	0	0
prison	1	0	0
incorrect	1	0	0
impudent	1	0	0
impudeur	1	0	0
impun	1	0	0
impuret	1	0	0
incapac	1	0	0
inexactitud	1	0	0
inexact	1	0	0
inact	1	0	0
insuffis	1	0	0
deconseil	1	0	0
recommand pas	1	0	0
conseil pas	1	0	0
inopportun	1	0	0
inept	1	0	0
inappropri	1	0	0
inapt	1	0	0
inaptitud	1	0	0
incendiair	1	0	0
incivil	1	0	0
inclement	1	0	0
incoherent	1	0	0
incompetent	1	0	0
incomplet	1	0	0
ne respect pas	1	0	0
respect pas	1	0	0
ne respect	1	0	0
incomprehensibl	1	0	0
incomprehens	1	0	0
incongru	1	0	0
inconsist	1	0	0
incommod	1	0	0
indecent	1	0	0
indecis	1	0	0
indec	1	0	0
decoler pas	1	0	0
indolent	1	0	0
inert	1	0	0
mou	1	0	0
moll	1	0	0
inefficac	1	0	0
inequit	1	0	0
inexperient	1	0	0
manqu d'experient	1	0	0
inexperiment	1	0	0
infam	1	0	0
inferieur	1	0	0
inferior	1	0	0
infernal	1	0	0
infest	1	0	0
infidel	1	0	0
pedophil	1	0	0
inflig	1	0	0
pun	1	0	0
punit	1	0	0
infract	1	0	0
enfreindr	1	0	0
ingrat	1	0	0
ingratitud	1	0	0
refoul	1	0	0
iniqu	1	0	0
violenc	1	0	0
blessur	1	0	0
injustic	1	0	0
insinu	1	0	0
bras d'honneur	1	0	0
demesur	1	0	0
foll	1	0	0
insati	1	0	0
mauvais foi	1	0	0
manqu de sincer	1	0	0
insolent	1	0	0
insult	1	0	0
instabl	1	0	0
instig	1	0	0
insurmont	1	0	0
insurrect	1	0	0
interrompr	1	0	0
interrupt	1	0	0
intoler	1	0	0
intrait	1	0	0
intransige	1	0	0
noi	1	0	0
envahisseur	1	0	0
invalid	1	0	0
flatter	1	0	0
injust	1	0	0
irrationnel	1	0	0
irrational	1	0	0
irreconcili	1	0	0
irrepar	1	0	0
irreform	1	0	0
irreguli	1	0	0
irregular	1	0	0
irremedi	1	0	0
isol	1	0	0
blas	1	0	0
jaloux	1	0	0
jalous	1	0	0
jealousness	1	0	0
railler	1	0	0
satir	1	0	0
burlesqu	1	0	0
esquiv	1	0	0
sarcasm	1	0	0
goguenard	1	0	0
compromettr	1	0	0
comprom	1	0	0
secouss	1	0	0
saccad	1	0	0
arrach	1	0	0
gigu	1	0	0
frouss	1	0	0
phob	1	0	0
nerveux	1	0	0
sans emploi	1	0	0
chomag	1	0	0
chomeur	1	0	0
secou	1	0	0
meurtr	1	0	0
fripon	1	0	0
couteau	1	0	0
fripouill	1	0	0
marr	0	0	1
mis a pied	1	0	0
mis en demeur	1	0	0
canard boiteux	1	0	0
langueur	1	0	0
defaill	1	0	0
latenc	1	0	0
ris	1	0	0
hor la loi	1	0	0
foi ni loi	1	0	0
lech bott	1	0	0
debauch	1	0	0
inconnu	1	0	0
letharg	1	0	0
obscen	1	0	0
licenci	1	0	0
primit	1	0	0
ment	1	0	0
vi en dang	1	0	0
sans vi	1	0	0
limit	1	0	0
litigi	1	0	0
peu connu	1	0	0
solitud	1	0	0
solitair	1	0	0
verbeux	1	0	0
obstrus	1	0	0
lacun	1	0	0
pill	1	0	0
piqur	1	0	0
perd	1	0	0
sans amour	1	0	0
sous estim	1	0	0
sur estim	1	0	0
sousestim	1	0	0
surestim	1	0	0
leurr	1	0	0
cach	1	0	0
rendr fou	1	0	0
rendu fou	1	0	0
inadapt	1	0	0
malais	1	0	0
mal a l'ais	1	0	0
malodor	1	0	0
mal trait	1	0	0
maltrait	1	0	0
maniaqu	1	0	0
maniaco	1	0	0
manipul	1	0	0
marginal	1	0	0
vagu	1	0	0
sans signif	1	0	0
denu de sen	1	0	0
mesquiner	1	0	0
mediocr	1	0	0
melancol	1	0	0
impitoi	1	0	0
sans piti	1	0	0
foir	1	0	0
foireux	1	0	0
decon	1	0	0
nain	1	0	0
facher	1	0	0
bou	1	0	0
mal comprendr	1	0	0
mal compr	1	0	0
mauvais conduit	1	0	0
mal calcul	1	0	0
malici	1	0	0
ide recu	1	0	0
mesaventur	1	0	0
mal renseign	1	0	0
mal inform	1	0	0
mal interpret	1	0	0
prononc mal	1	0	0
manqu	1	0	0
minabl	1	0	0
tort	1	0	0
pas raison	1	0	0
malentendu	1	0	0
mal entendu	1	0	0
truand	1	0	0
railleur	1	0	0
molest	1	0	0
monstruos	1	0	0
monstrueux	1	0	0
discut	1	0	0
mortif	1	0	0
mortifi	1	0	0
immobil	1	0	0
trist	1	0	0
myth	1	0	0
naiv	1	0	0
etroit	1	0	0
mechancet	1	0	0
naus	1	0	0
haut le coeur	1	0	0
nebul	1	0	0
inutil	1	0	0
necessit	1	0	0
dans le besoin	1	0	0
nepot	1	0	0
nervos	1	0	0
nevros	1	0	0
nevrot	1	0	0
cauchemar	1	0	0
cauchemardesqu	1	0	0
repondr pas	1	0	0
repond pas	1	0	0
notoriet	1	0	0
notoir	1	0	0
nuisanc	1	0	0
obes	1	0	0
object	1	0	0
inconscient	1	0	0
masqu	1	0	0
obsed	1	0	0
obsessionnel	1	0	0
obsolet	1	0	0
obstru	1	0	0
obtus	1	0	0
con	1	0	0
etrang	1	0	0
incrimin	1	0	0
offici	1	0	0
mauvais augur	1	0	0
omiss	1	0	0
omettr	1	0	0
opprim	1	0	0
tyran	1	0	0
oppress	1	0	0
oppresseur	1	0	0
ordal	1	0	0
orphelin	1	0	0
demod	1	0	0
depass	1	0	0
retro	1	0	0
outrag	1	0	0
surevalu	1	0	0
hor de prix	1	0	0
hor de port	1	0	0
pas don	1	0	0
trop loin	1	0	0
eclips	1	0	0
oubl	1	0	0
trop grand	1	0	0
surtax	1	0	0
renvers	1	0	0
debord	1	0	0
entremetteur	1	0	0
proxenet	1	0	0
parasit	1	0	0
partial	1	0	0
passif	1	0	0
passiv	1	0	0
pathet	1	0	0
penalis	1	0	0
penal	1	0	0
perill	1	0	0
pernici	1	0	0
cass tet	1	0	0
cassetet	1	0	0
persecut	1	0	0
persecu	1	0	0
perver	1	0	0
pervers	1	0	0
pervert	1	0	0
insect	1	0	0
trop pet	1	0	0
phobiqu	1	0	0
pillag	1	0	0
pinc	1	0	0
plagi	1	0	0
pest	1	0	0
stratagem	1	0	0
pillard	1	0	0
poison	1	0	0
toxiqu	1	0	0
taul	1	0	0
polem	1	0	0
pollueur	1	0	0
impostur	1	0	0
precair	1	0	0
predateur	1	0	0
situat difficil	1	0	0
presomptu	1	0	0
pretendr	1	0	0
plus cher	1	0	0
picot	1	0	0
prisonni	1	0	0
problemat	1	0	0
tergivers	1	0	0
prohibit	1	0	0
propagand	1	0	0
poursuivr en justic	1	0	0
poursuit judiciair	1	0	0
poursuiv en justic	1	0	0
poursiv	1	0	0
poursuit	1	0	0
risqu de poursuit	1	0	0
protest	1	0	0
manifest	1	0	0
provoqu	1	0	0
chetif	1	0	0
dechain	1	0	0
rancSur	1	0	0
sur sa faim	1	0	0
sur ma faim	1	0	0
hochet	1	0	0
recess	1	0	0
temerair	1	0	0
recul	1	0	0
recour	1	0	0
redond	1	0	0
regret	1	0	0
reticent	1	0	0
contrecoeur	1	0	0
contre coeur	1	0	0
remord	1	0	0
renonci	1	0	0
repouss	1	0	0
repetit	1	0	0
reprehensibl	1	0	0
reprehens	1	0	0
reprim	1	0	0
reprob	1	0	0
repudi	1	0	0
repuls	1	0	0
ressent	1	0	0
pas fi	1	0	0
demiss	1	0	0
resign	1	0	0
restreindr	1	0	0
restreint	1	0	0
restrict	1	0	0
represaill	1	0	0
retract	1	0	0
reven sur	1	0	0
revolt	1	0	0
ridiculis	1	0	0
clivag	1	0	0
risqu	1	0	0
rocheux	1	0	0
ruineux	1	0	0
fugueur	1	0	0
salac	1	0	0
sarcast	1	0	0
sardon	1	0	0
escroquer	1	0	0
scandalis	1	0	0
bouc emissair	1	0	0
bet noir	1	0	0
ciqu	1	0	0
sceptiqu	1	0	0
grond	1	0	0
avec mepr	1	0	0
min de rien	1	0	0
brouillag	1	0	0
tordu	1	0	0
second zon	1	0	0
deuxiem class	1	0	0
second class	1	0	0
effervescent	1	0	0
bouillon	1	0	0
coup d'etat	1	0	0
interet personnel	1	0	0
egoism	1	0	0
sans raison	1	0	0
gravit	1	0	0
servitud	1	0	0
rompr	1	0	0
rompu	1	0	0
sever	1	0	0
superficiel	1	0	0
pagaill	1	0	0
naufrag	1	0	0
derob	1	0	0
penur	1	0	0
ratatin	1	0	0
tomb malad	1	0	0
ecSur	1	0	0
ecoeur	1	0	0
laiss tomb	1	0	0
sott	1	0	0
pech	1	0	0
sceptic	1	0	0
gifl	1	0	0
abattu	1	0	0
vil	1	0	0
villain	1	0	0
balourd	1	0	0
reptil	1	0	0
leeent	1	0	0
leent	1	0	0
plus lent	1	0	0
smash	1	0	0
pu	1	0	0
macul	1	0	0
entach	1	0	0
tach	1	0	0
bavur	1	0	0
cochonner	1	0	0
pieg	1	0	0
mouchard	1	0	0
rican	1	0	0
sanglot	1	0	0
sobr	1	0	0
fess	1	0	0
crach	1	0	0
eclabouss	1	0	0
scission	1	0	0
spoilag	1	0	0
sporad	1	0	0
econduir	1	0	0
gaspill	1	0	0
grinc	1	0	0
criss	1	0	0
poignard	1	0	0
impass	1	0	0
rudimentair	1	0	0
debandad	1	0	0
eton	1	0	0
vol	1	0	0
raid	1	0	0
puanteur	1	0	0
ragout	1	0	0
stigmat	1	0	0
bourrat	1	0	0
etol	1	0	0
larbin	1	0	0
orag	1	0	0
trainard	1	0	0
tendu	1	0	0
etrangl	1	0	0
stress	1	0	0
stressent	1	0	0
rigour	1	0	0
rigueur	1	0	0
lutt	1	0	0
entet	1	0	0
trebuch	1	0	0
acrobat	1	0	0
begai	1	0	0
porcher	1	0	0
subjugu	1	0	0
hor norm	1	0	0
poursuiv	1	0	0
suicidair	1	0	0
suicid	1	0	0
tentat de suicid	1	0	0
boud	1	0	0
caracter superficiel	1	0	0
superflu	1	0	0
superstit	1	0	0
superstiti	1	0	0
suspicion	1	0	0
syndrom	1	0	0
tabou	1	0	0
trafiqu	1	0	0
enchevetr	1	0	0
taxat	1	0	0
taquin	1	0	0
grill	1	0	0
fastidi	1	0	0
temer	1	0	0
tempet	1	0	0
tension	1	0	0
promess non tenu	1	0	0
terroris	1	0	0
epin	1	0	0
irreflexion	1	0	0
debattr	1	0	0
battr	1	0	0
palpit	1	0	0
fatig	1	0	0
labeur	1	0	0
torrent	1	0	0
tortur	1	0	0
transgress	1	0	0
crev	1	0	0
cribl	1	0	0
pris au pieg	1	0	0
traumat	1	0	0
traumatis	1	0	0
perfid	1	0	0
traitreux	1	0	0
traitris	1	0	0
fouteur de troubl	1	0	0
vagabond	1	0	0
culbut	1	0	0
degringol	1	0	0
tyrann	1	0	0
pouah	1	0	0
laideur	1	0	0
pur et dur	1	0	0
inaccept	1	0	0
inaccessibl	1	0	0
irrealis	1	0	0
inabord	1	0	0
inauthent	1	0	0
indisponibl	1	0	0
inconstitutionnel	1	0	0
incontrol	1	0	0
pas convainc	1	0	0
indefin	1	0	0
mal pai	1	0	0
faibl puissanc	1	0	0
indesir	1	0	0
sans papi	1	0	0
pas rentabl	1	0	0
inattendu	1	0	0
inexpliqu	1	0	0
defavor	1	0	0
inachev	1	0	0
imprevu	1	0	0
inamical	1	0	0
ingouvern	1	0	0
malsain	1	0	0
unilateral	1	0	0
inimagin	1	0	0
inintelligibl	1	0	0
unintelligil	1	0	0
injustifi	1	0	0
sans licenc	1	0	0
sans perm	1	0	0
enerv	1	0	0
impopulair	1	0	0
imprevisibl	1	0	0
improduct	1	0	0
illisibl	1	0	0
irreal	1	0	0
deraison	1	0	0
pas fiabl	1	0	0
indisciplin	1	0	0
pas satisfais	1	0	0
non securis	1	0	0
infructu	1	0	0
sans succes	1	0	0
non fructueux	1	0	0
insouten	1	0	0
inten	1	0	0
non test	1	0	0
impens	1	0	0
prematur	1	0	0
indign de confianc	1	0	0
impratic	1	0	0
boulevers	1	0	0
soulev	1	0	0
deracin	1	0	0
urgent	1	0	0
usurp	1	0	0
vengeur	1	0	0
venin	1	0	0
menott	1	0	0
venim	1	0	0
vestig	1	0	0
vex	1	0	0
vexat	1	0	0
contraint	1	0	0
vicieux	1	0	0
vilain	1	0	0
violateur	1	0	0
violent	1	0	0
virulent	1	0	0
virus	1	0	0
volatil	1	0	0
vulgair	1	0	0
vulner	1	0	0
declin	1	0	0
delav	1	0	0
gaspilleur	1	0	0
gaspillag	1	0	0
affaibl	1	0	0
plus faibl	1	0	0
lassitud	1	0	0
las	1	0	0
hel	1	0	0
use	1	0	0
s'inquiet	1	0	0
pir	1	0	0
rid	1	0	0
forg	1	0	0
support pas	1	0	0
plait pas	1	0	0
pas tres bien	1	0	0
sans interet	1	0	0
bof	1	0	0
aie	1	0	0
loin	1	0	0
exces	1	0	0
noir	1	0	0
moins bien	1	0	0
immange	1	0	0
degueu	1	0	0
degueul	1	0	0
mal situ	1	0	0
pai	1	0	0
malpol	1	0	0
pas drol	1	0	0
faine	1	0	0
brouillon	1	0	0
pas clair	1	0	0
contrefacon	1	0	0
contref	1	0	0
trop gros	1	0	0
vieux	1	0	0
vieil	1	0	0
ancien	1	0	0
rat	1	0	0
pis	1	0	0
mal en pis	1	0	0
pas reuss	1	0	0
evit	1	0	0
bas niveau	1	0	0
sans ame	1	0	0
aberr	1	0	0
manqu cruel	1	0	0
plus moch	1	0	0
aucun interet	1	0	0
inexist	1	0	0
mal pens	1	0	0
arriv pas	1	0	0
parvien pas	1	0	0
beaucoup trop	1	0	0
navr	1	0	0
nullit	1	0	0
indigestibl	1	0	0
migrain	1	0	0
aver	1	0	0
pas credibl	1	0	0
peu credibl	1	0	0
faiblard	1	0	0
assomm	1	0	0
bourreau	1	0	0
ininteress	1	0	0
overdos	1	0	0
lourdeur	1	0	0
foutoir	1	0	0
insatisf	1	0	0
black	1	0	0
blacklist	1	0	0
black list	1	0	0
tragiqu	1	0	0
traged	1	0	0
ped	1	0	0
fil de put	1	0	0
sadiqu	1	0	0
demagog	1	0	0
trop	1	0	0
beacoup trop	1	0	0
arriv derni	1	0	0
abstent	1	0	0
absten	1	0	0
demago	1	0	0
labotomis	1	0	0
tax	1	0	0
impot	1	0	0
flagr del	1	0	0
oubli	1	0	0
hitl	1	0	0
naz	1	0	0
trucag	1	0	0
mauvais nouvel	1	0	0
endet	1	0	0
dem	1	0	0
demission	1	0	0
bling bling	1	0	0
secour	1	0	0
mafi	1	0	0
pas assez	1	0	0
tres mal	1	0	0
trop mal	1	0	0
mal realis	1	0	0
maitris pas	1	0	0
aucun plais	1	0	0
clan	1	0	0
parvient pas	1	0	0
aussi mauv	1	0	0
ravageur	1	0	0
ringard	1	0	0
bling	1	0	0
claqu	1	0	0
kalachnikov	1	0	0
mal part	1	0	0
pouf	1	0	0
fe chi	1	0	0
pas convaincu	1	0	0
peu convainc	1	0	0
ah	1	0	0
schizophren	1	0	0
lobotom	1	0	0
amnes	1	0	0
pas cru	1	0	0
leitmotiv	1	0	0
dictatur	1	0	0
pas le temp	1	0	0
improvis	1	0	0
djihad	1	0	0
n'import quoi	1	0	0
creus	1	0	0
cercl vicieux	1	0	0
rien a voir	1	0	0
jtd	0	0	1
jtdg	0	0	1
jtm	0	0	1
jt'm	0	0	1
j'tm	0	0	1
biz	0	0	1
bsx	0	0	1
bzx	0	0	1
bisou	0	0	1
bizou	0	0	1
pro	0	0	1
symp	0	0	1
dacc	0	0	1
d'acc	0	0	1
dak	0	0	1
bvo	0	0	1
bingo	0	0	1
tkt	0	0	1
thx	0	0	1
mc	0	0	1
mer6	0	0	1
k	0	0	1
okay	0	0	1
oki	0	0	1
gag	0	0	1
gg	0	0	1
kdo	0	0	1
spd	1	0	0
btg	1	0	0
get	1	0	0
kikoolol	1	0	0
pb	1	0	0
pas pro	1	0	0
blem	1	0	0
oribl	1	0	0
nrv	1	0	0
md	1	0	0
mank	1	0	0
dsl	1	0	0
out	1	0	0
tar	1	0	0
ouf	1	0	0
aye	1	0	0
bordel	1	0	0
ah bon	1	0	0
squatt	1	0	0
hein	1	0	0
vampir	1	0	0
bain de sang	1	0	0
berk	1	0	0
beuark	1	0	0
bug	1	0	0
euh	1	0	0
grr	1	0	0
grrr	1	0	0
grrrr	1	0	0
grrrrr	1	0	0
he	1	0	0
heh	1	0	0
heheh	1	0	0
heheheh	1	0	0
help	1	0	0
kk	1	0	0
ko	1	0	0
oup	1	0	0
pff	1	0	0
pfff	1	0	0
pffff	1	0	0
pfffff	1	0	0
prout	1	0	0
zzz	1	0	0
zzzz	1	0	0
zzzzz	1	0	0
pas dak	1	0	0
pas dacc	1	0	0
pas d'acc	1	0	0
g1prob	1	0	0
jenemar	1	0	0
raf	1	0	0
wtf	1	0	0
fail	1	0	0
s'enfou	1	0	0
m'enfou	1	0	0
acclam	0	0	1
accolad	0	0	1
decern	0	0	1
embel	0	0	1
egai	0	0	1
cajol	0	0	1
aven	0	0	1
reduct des cout	0	0	1
guer	0	0	1
guerison	0	0	1
vaincr	0	0	1
diligent	0	0	1
distinct	0	0	1
distingu	0	0	1
profit	0	0	1
mod	0	0	1
tendanc	0	0	1
volonti	0	0	1
humain	0	0	1
choi	0	0	1
dorlot	0	0	1
prouv	0	0	1
fort	0	0	1
plus fort	0	0	1
surmont	0	0	1
moyen	1	0	0
avid	1	0	0
pas tendanc	1	0	0
froid	1	0	0
farouch	1	0	0
errer	1	0	0
appat	1	0	0
artificiel	1	0	0
controvers	1	0	0
petitess	1	0	0
caboss	1	0	0
detr	1	0	0
prejudic	1	0	0
detourn	1	0	0
