0	1	2
problem-solver	0	0	1
prodigious	0	0	1
prodigiously	0	0	1
prodigy	0	0	1
productive	0	0	1
productively	0	0	1
proficient	0	0	1
proficiently	0	0	1
profound	0	0	1
profoundly	0	0	1
profuse	0	0	1
profusion	0	0	1
progress	0	0	1
progressive	0	0	1
prolific	0	0	1
prominence	0	0	1
prominent	0	0	1
promise	0	0	1
promised	0	0	1
promises	0	0	1
promising	0	0	1
promoter	0	0	1
prompt	0	0	1
promptly	0	0	1
proper	0	0	1
properly	0	0	1
propitious	0	0	1
propitiously	0	0	1
pros	0	0	1
prosper	0	0	1
prosperity	0	0	1
prosperous	0	0	1
prospros	0	0	1
protect	0	0	1
protection	0	0	1
protective	0	0	1
proud	0	0	1
proven	0	0	1
proves	0	0	1
providence	0	0	1
proving	0	0	1
prowess	0	0	1
prudence	0	0	1
prudent	0	0	1
prudently	0	0	1
punctual	0	0	1
pure	0	0	1
purify	0	0	1
purposeful	0	0	1
quaint	0	0	1
qualified	0	0	1
qualify	0	0	1
quicker	0	0	1
quiet	0	0	1
quieter	0	0	1
radiance	0	0	1
radiant	0	0	1
rapid	0	0	1
rapport	0	0	1
rapt	0	0	1
rapture	0	0	1
raptureous	0	0	1
raptureously	0	0	1
rapturous	0	0	1
rapturously	0	0	1
rational	0	0	1
razor-sharp	0	0	1
reachable	0	0	1
readable	0	0	1
readily	0	0	1
ready	0	0	1
reaffirm	0	0	1
reaffirmation	0	0	1
realistic	0	0	1
realizable	0	0	1
reasonable	0	0	1
reasonably	0	0	1
reasoned	0	0	1
reassurance	0	0	1
reassure	0	0	1
receptive	0	0	1
reclaim	0	0	1
recomend	0	0	1
recommend	0	0	1
recommendation	0	0	1
recommendations	0	0	1
recommended	0	0	1
reconcile	0	0	1
reconciliation	0	0	1
record-setting	0	0	1
recover	0	0	1
recovery	0	0	1
rectification	0	0	1
rectify	0	0	1
rectifying	0	0	1
redeem	0	0	1
redeeming	0	0	1
redemption	0	0	1
refine	0	0	1
refined	0	0	1
refinement	0	0	1
reform	0	0	1
reformed	0	0	1
reforming	0	0	1
reforms	0	0	1
refresh	0	0	1
refreshed	0	0	1
refreshing	0	0	1
refund	0	0	1
refunded	0	0	1
regal	0	0	1
regally	0	0	1
regard	0	0	1
rejoice	0	0	1
rejoicing	0	0	1
rejoicingly	0	0	1
rejuvenate	0	0	1
rejuvenated	0	0	1
rejuvenating	0	0	1
relaxed	0	0	1
relent	0	0	1
reliable	0	0	1
reliably	0	0	1
relief	0	0	1
relish	0	0	1
remarkable	0	0	1
remarkably	0	0	1
remedy	0	0	1
remission	0	0	1
remunerate	0	0	1
renaissance	0	0	1
renewed	0	0	1
renown	0	0	1
renowned	0	0	1
replaceable	0	0	1
reputable	0	0	1
reputation	0	0	1
resilient	0	0	1
resolute	0	0	1
resound	0	0	1
resounding	0	0	1
resourceful	0	0	1
resourcefulness	0	0	1
respect	0	0	1
respectable	0	0	1
respectful	0	0	1
respectfully	0	0	1
respite	0	0	1
resplendent	0	0	1
responsibly	0	0	1
responsive	0	0	1
restful	0	0	1
restored	0	0	1
restructure	0	0	1
restructured	0	0	1
restructuring	0	0	1
retractable	0	0	1
revel	0	0	1
revelation	0	0	1
revere	0	0	1
reverence	0	0	1
reverent	0	0	1
reverently	0	0	1
revitalize	0	0	1
revival	0	0	1
revive	0	0	1
revives	0	0	1
revolutionary	0	0	1
revolutionize	0	0	1
revolutionized	0	0	1
revolutionizes	0	0	1
reward	0	0	1
rewarding	0	0	1
rewardingly	0	0	1
rich	0	0	1
richer	0	0	1
richly	0	0	1
richness	0	0	1
right	0	0	1
righten	0	0	1
righteous	0	0	1
righteously	0	0	1
righteousness	0	0	1
rightful	0	0	1
rightfully	0	0	1
rightly	0	0	1
rightness	0	0	1
risk-free	0	0	1
robust	0	0	1
rock-star	0	0	1
rock-stars	0	0	1
rockstar	0	0	1
rockstars	0	0	1
romantic	0	0	1
romantically	0	0	1
romanticize	0	0	1
roomier	0	0	1
roomy	0	0	1
rosy	0	0	1
safe	0	0	1
safely	0	0	1
sagacity	0	0	1
sagely	0	0	1
saint	0	0	1
saintliness	0	0	1
saintly	0	0	1
salutary	0	0	1
salute	0	0	1
sane	0	0	1
satisfactorily	0	0	1
satisfactory	0	0	1
satisfied	0	0	1
satisfies	0	0	1
satisfy	0	0	1
satisfying	0	0	1
satisified	0	0	1
saver	0	0	1
savings	0	0	1
savior	0	0	1
savvy	0	0	1
scenic	0	0	1
seamless	0	0	1
seasoned	0	0	1
secure	0	0	1
securely	0	0	1
selective	0	0	1
self-determination	0	0	1
self-respect	0	0	1
self-satisfaction	0	0	1
self-sufficiency	0	0	1
self-sufficient	0	0	1
sensation	0	0	1
sensational	0	0	1
sensationally	0	0	1
sensations	0	0	1
sensible	0	0	1
sensibly	0	0	1
sensitive	0	0	1
serene	0	0	1
serenity	0	0	1
sexy	0	0	1
sharp	0	0	1
sharper	0	0	1
sharpest	0	0	1
shimmering	0	0	1
shimmeringly	0	0	1
shine	0	0	1
shiny	0	0	1
significant	0	0	1
silent	0	0	1
simpler	0	0	1
simplest	0	0	1
simplified	0	0	1
simplifies	0	0	1
simplify	0	0	1
simplifying	0	0	1
sincere	0	0	1
sincerely	0	0	1
sincerity	0	0	1
skill	0	0	1
skilled	0	0	1
skillful	0	0	1
skillfully	0	0	1
slammin	0	0	1
sleek	0	0	1
slick	0	0	1
smart	0	0	1
smarter	0	0	1
smartest	0	0	1
smartly	0	0	1
smile	0	0	1
smiles	0	0	1
smiling	0	0	1
smilingly	0	0	1
smitten	0	0	1
smooth	0	0	1
smoother	0	0	1
smoothes	0	0	1
smoothest	0	0	1
smoothly	0	0	1
snappy	0	0	1
snazzy	0	0	1
sociable	0	0	1
soft	0	0	1
softer	0	0	1
solace	0	0	1
solicitous	0	0	1
solicitously	0	0	1
solid	0	0	1
solidarity	0	0	1
soothe	0	0	1
soothingly	0	0	1
sophisticated	0	0	1
soulful	0	0	1
soundly	0	0	1
soundness	0	0	1
spacious	0	0	1
sparkle	0	0	1
sparkling	0	0	1
spectacular	0	0	1
spectacularly	0	0	1
speedily	0	0	1
speedy	0	0	1
spellbind	0	0	1
spellbinding	0	0	1
spellbindingly	0	0	1
spellbound	0	0	1
spirited	0	0	1
spiritual	0	0	1
splendid	0	0	1
splendidly	0	0	1
splendor	0	0	1
spontaneous	0	0	1
sporty	0	0	1
spotless	0	0	1
sprightly	0	0	1
stability	0	0	1
stabilize	0	0	1
stable	0	0	1
stainless	0	0	1
standout	0	0	1
state-of-the-art	0	0	1
stately	0	0	1
statuesque	0	0	1
staunch	0	0	1
staunchly	0	0	1
staunchness	0	0	1
steadfast	0	0	1
steadfastly	0	0	1
steadfastness	0	0	1
steadiest	0	0	1
steadiness	0	0	1
steady	0	0	1
stellar	0	0	1
stellarly	0	0	1
stimulate	0	0	1
stimulates	0	0	1
stimulating	0	0	1
stimulative	0	0	1
stirringly	0	0	1
straighten	0	0	1
straightforward	0	0	1
streamlined	0	0	1
striking	0	0	1
strikingly	0	0	1
striving	0	0	1
strong	0	0	1
stronger	0	0	1
strongest	0	0	1
stunned	0	0	1
stunning	0	0	1
stunningly	0	0	1
stupendous	0	0	1
stupendously	0	0	1
sturdier	0	0	1
sturdy	0	0	1
stylish	0	0	1
stylishly	0	0	1
stylized	0	0	1
suave	0	0	1
suavely	0	0	1
sublime	0	0	1
subsidize	0	0	1
subsidized	0	0	1
subsidizes	0	0	1
subsidizing	0	0	1
substantive	0	0	1
succeed	0	0	1
succeeded	0	0	1
succeeding	0	0	1
succeeds	0	0	1
succes	0	0	1
success	0	0	1
successes	0	0	1
successful	0	0	1
successfully	0	0	1
suffice	0	0	1
sufficed	0	0	1
suffices	0	0	1
sufficient	0	0	1
sufficiently	0	0	1
suitable	0	0	1
sumptuous	0	0	1
sumptuously	0	0	1
sumptuousness	0	0	1
super	0	0	1
superb	0	0	1
superbly	0	0	1
superior	0	0	1
superiority	0	0	1
supple	0	0	1
support	0	0	1
supported	0	0	1
supporter	0	0	1
supporting	0	0	1
supportive	0	0	1
supports	0	0	1
supremacy	0	0	1
supreme	0	0	1
supremely	0	0	1
supurb	0	0	1
supurbly	0	0	1
surmount	0	0	1
surpass	0	0	1
surreal	0	0	1
survival	0	0	1
survivor	0	0	1
sustainability	0	0	1
sustainable	0	0	1
swank	0	0	1
swankier	0	0	1
swankiest	0	0	1
swanky	0	0	1
sweeping	0	0	1
sweet	0	0	1
sweeten	0	0	1
sweetheart	0	0	1
sweetly	0	0	1
sweetness	0	0	1
swift	0	0	1
swiftness	0	0	1
talent	0	0	1
talented	0	0	1
talents	0	0	1
tantalize	0	0	1
tantalizing	0	0	1
tantalizingly	0	0	1
tempt	0	0	1
tempting	0	0	1
temptingly	0	0	1
tenacious	0	0	1
tenaciously	0	0	1
tenacity	0	0	1
tender	0	0	1
tenderly	0	0	1
terrific	0	0	1
terrifically	0	0	1
thank	0	0	1
thankful	0	0	1
thinner	0	0	1
thoughtful	0	0	1
thoughtfully	0	0	1
thoughtfulness	0	0	1
thrift	0	0	1
thrifty	0	0	1
thrill	0	0	1
thrilled	0	0	1
thrilling	0	0	1
thrillingly	0	0	1
thrills	0	0	1
thrive	0	0	1
thriving	0	0	1
thumb-up	0	0	1
thumbs-up	0	0	1
tickle	0	0	1
tidy	0	0	1
time-honored	0	0	1
timely	0	0	1
tingle	0	0	1
titillate	0	0	1
titillating	0	0	1
titillatingly	0	0	1
togetherness	0	0	1
tolerable	0	0	1
toll-free	0	0	1
top	0	0	1
top-notch	0	0	1
top-quality	0	0	1
topnotch	0	0	1
tops	0	0	1
tough	0	0	1
tougher	0	0	1
toughest	0	0	1
traction	0	0	1
tranquil	0	0	1
tranquility	0	0	1
transparent	0	0	1
treasure	0	0	1
tremendously	0	0	1
trendy	0	0	1
triumph	0	0	1
triumphal	0	0	1
triumphant	0	0	1
triumphantly	0	0	1
trivially	0	0	1
trophy	0	0	1
trouble-free	0	0	1
trump	0	0	1
trumpet	0	0	1
trust	0	0	1
trusted	0	0	1
trusting	0	0	1
trustingly	0	0	1
trustworthiness	0	0	1
trustworthy	0	0	1
trusty	0	0	1
truthful	0	0	1
truthfully	0	0	1
truthfulness	0	0	1
twinkly	0	0	1
ultra-crisp	0	0	1
unabashed	0	0	1
unabashedly	0	0	1
unaffected	0	0	1
unassailable	0	0	1
unbeatable	0	0	1
unbiased	0	0	1
unbound	0	0	1
uncomplicated	0	0	1
unconditional	0	0	1
undamaged	0	0	1
undaunted	0	0	1
understandable	0	0	1
undisputable	0	0	1
undisputably	0	0	1
undisputed	0	0	1
unencumbered	0	0	1
unequivocal	0	0	1
unequivocally	0	0	1
unfazed	0	0	1
unfettered	0	0	1
unforgettable	0	0	1
unity	0	0	1
unlimited	0	0	1
unmatched	0	0	1
unparalleled	0	0	1
unquestionable	0	0	1
unquestionably	0	0	1
unreal	0	0	1
unrestricted	0	0	1
unrivaled	0	0	1
unselfish	0	0	1
unwavering	0	0	1
upbeat	0	0	1
upgradable	0	0	1
upgradeable	0	0	1
upgraded	0	0	1
upheld	0	0	1
uphold	0	0	1
uplift	0	0	1
uplifting	0	0	1
upliftingly	0	0	1
upliftment	0	0	1
upscale	0	0	1
usable	0	0	1
useable	0	0	1
useful	0	0	1
user-friendly	0	0	1
user-replaceable	0	0	1
valiant	0	0	1
valiantly	0	0	1
valor	0	0	1
valuable	0	0	1
variety	0	0	1
venerate	0	0	1
verifiable	0	0	1
veritable	0	0	1
versatile	0	0	1
versatility	0	0	1
vibrant	0	0	1
vibrantly	0	0	1
victorious	0	0	1
victory	0	0	1
viewable	0	0	1
vigilance	0	0	1
vigilant	0	0	1
virtue	0	0	1
virtuous	0	0	1
virtuously	0	0	1
visionary	0	0	1
vivacious	0	0	1
vivid	0	0	1
vouch	0	0	1
vouchsafe	0	0	1
warm	0	0	1
warmer	0	0	1
warmhearted	0	0	1
warmly	0	0	1
warmth	0	0	1
wealthy	0	0	1
welcome	0	0	1
well	0	0	1
well-backlit	0	0	1
well-balanced	0	0	1
well-behaved	0	0	1
well-being	0	0	1
well-bred	0	0	1
well-connected	0	0	1
well-educated	0	0	1
well-established	0	0	1
well-informed	0	0	1
well-intentioned	0	0	1
well-known	0	0	1
well-made	0	0	1
well-managed	0	0	1
well-mannered	0	0	1
well-positioned	0	0	1
well-received	0	0	1
well-regarded	0	0	1
well-rounded	0	0	1
well-run	0	0	1
well-wishers	0	0	1
wellbeing	0	0	1
whoa	0	0	1
wholeheartedly	0	0	1
wholesome	0	0	1
whooa	0	0	1
whoooa	0	0	1
wieldy	0	0	1
willing	0	0	1
willingly	0	0	1
willingness	0	0	1
win	0	0	1
windfall	0	0	1
winnable	0	0	1
winner	0	0	1
winners	0	0	1
winning	0	0	1
wins	0	0	1
wisdom	0	0	1
wise	0	0	1
wisely	0	0	1
witty	0	0	1
won	0	0	1
wonder	0	0	1
wonderful	0	0	1
wonderfully	0	0	1
wonderous	0	0	1
wonderously	0	0	1
wonders	0	0	1
wondrous	0	0	1
woo	0	0	1
work	0	0	1
workable	0	0	1
worked	0	0	1
works	0	0	1
world-famous	0	0	1
worth	0	0	1
worth-while	0	0	1
worthiness	0	0	1
worthwhile	0	0	1
worthy	0	0	1
wow	0	0	1
wowed	0	0	1
wowing	0	0	1
wows	0	0	1
yay	0	0	1
youthful	0	0	1
zeal	0	0	1
zenith	0	0	1
zest	0	0	1
zippy	0	0	1
2-faced	1	0	0
2-faces	1	0	0
abnormal	1	0	0
abolish	1	0	0
abominable	1	0	0
abominably	1	0	0
abominate	1	0	0
abomination	1	0	0
abort	1	0	0
aborted	1	0	0
aborts	1	0	0
abrade	1	0	0
abrasive	1	0	0
abrupt	1	0	0
abruptly	1	0	0
abscond	1	0	0
absence	1	0	0
absent-minded	1	0	0
absentee	1	0	0
absurd	1	0	0
absurdity	1	0	0
absurdly	1	0	0
absurdness	1	0	0
abuse	1	0	0
abused	1	0	0
abuses	1	0	0
abusive	1	0	0
abysmal	1	0	0
abysmally	1	0	0
abyss	1	0	0
accidental	1	0	0
accost	1	0	0
accursed	1	0	0
accusation	1	0	0
accusations	1	0	0
accuse	1	0	0
accuses	1	0	0
accusing	1	0	0
accusingly	1	0	0
acerbate	1	0	0
acerbic	1	0	0
acerbically	1	0	0
ache	1	0	0
ached	1	0	0
aches	1	0	0
achey	1	0	0
aching	1	0	0
acrid	1	0	0
acridly	1	0	0
acridness	1	0	0
acrimonious	1	0	0
acrimoniously	1	0	0
acrimony	1	0	0
adamant	1	0	0
adamantly	1	0	0
addict	1	0	0
addicted	1	0	0
addicting	1	0	0
addicts	1	0	0
admonish	1	0	0
admonisher	1	0	0
admonishingly	1	0	0
admonishment	1	0	0
admonition	1	0	0
adulterate	1	0	0
adulterated	1	0	0
adulteration	1	0	0
adulterier	1	0	0
adversarial	1	0	0
adversary	1	0	0
adverse	1	0	0
adversity	1	0	0
afflict	1	0	0
affliction	1	0	0
afflictive	1	0	0
affront	1	0	0
afraid	1	0	0
aggravate	1	0	0
aggravating	1	0	0
aggravation	1	0	0
aggression	1	0	0
aggressive	1	0	0
aggressiveness	1	0	0
aggressor	1	0	0
aggrieve	1	0	0
aggrieved	1	0	0
aggrivation	1	0	0
aghast	1	0	0
agonies	1	0	0
agonize	1	0	0
agonizing	1	0	0
agonizingly	1	0	0
agony	1	0	0
aground	1	0	0
ail	1	0	0
ailing	1	0	0
ailment	1	0	0
aimless	1	0	0
alarm	1	0	0
alarmed	1	0	0
alarming	1	0	0
alarmingly	1	0	0
alienate	1	0	0
alienated	1	0	0
alienation	1	0	0
allegation	1	0	0
allegations	1	0	0
allege	1	0	0
allergic	1	0	0
allergies	1	0	0
allergy	1	0	0
aloof	1	0	0
altercation	1	0	0
ambiguity	1	0	0
ambiguous	1	0	0
ambivalence	1	0	0
ambivalent	1	0	0
ambush	1	0	0
amiss	1	0	0
amputate	1	0	0
anarchism	1	0	0
anarchist	1	0	0
anarchistic	1	0	0
anarchy	1	0	0
anemic	1	0	0
anger	1	0	0
angrily	1	0	0
angriness	1	0	0
angry	1	0	0
anguish	1	0	0
animosity	1	0	0
annihilate	1	0	0
annihilation	1	0	0
annoy	1	0	0
annoyance	1	0	0
annoyances	1	0	0
annoyed	1	0	0
annoying	1	0	0
annoyingly	1	0	0
annoys	1	0	0
anomalous	1	0	0
anomaly	1	0	0
antagonism	1	0	0
antagonist	1	0	0
antagonistic	1	0	0
antagonize	1	0	0
anti-	1	0	0
anti-american	1	0	0
anti-israeli	1	0	0
anti-occupation	1	0	0
anti-proliferation	1	0	0
anti-semites	1	0	0
anti-social	1	0	0
anti-us	1	0	0
anti-white	1	0	0
antipathy	1	0	0
antiquated	1	0	0
antithetical	1	0	0
anxieties	1	0	0
anxiety	1	0	0
anxious	1	0	0
anxiously	1	0	0
anxiousness	1	0	0
apathetic	1	0	0
apathetically	1	0	0
apathy	1	0	0
apocalypse	1	0	0
apocalyptic	1	0	0
apologist	1	0	0
apologists	1	0	0
appal	1	0	0
appall	1	0	0
appalled	1	0	0
appalling	1	0	0
appallingly	1	0	0
apprehension	1	0	0
apprehensions	1	0	0
apprehensive	1	0	0
apprehensively	1	0	0
arbitrary	1	0	0
arcane	1	0	0
archaic	1	0	0
arduous	1	0	0
arduously	1	0	0
argumentative	1	0	0
arrogance	1	0	0
arrogant	1	0	0
arrogantly	1	0	0
ashamed	1	0	0
asinine	1	0	0
asininely	1	0	0
asinininity	1	0	0
askance	1	0	0
asperse	1	0	0
aspersion	1	0	0
aspersions	1	0	0
assail	1	0	0
assassin	1	0	0
assassinate	1	0	0
assault	1	0	0
assult	1	0	0
astray	1	0	0
asunder	1	0	0
atrocious	1	0	0
atrocities	1	0	0
atrocity	1	0	0
atrophy	1	0	0
attack	1	0	0
attacks	1	0	0
audacious	1	0	0
audaciously	1	0	0
audaciousness	1	0	0
audacity	1	0	0
audiciously	1	0	0
austere	1	0	0
authoritarian	1	0	0
autocrat	1	0	0
autocratic	1	0	0
avalanche	1	0	0
avarice	1	0	0
avaricious	1	0	0
avariciously	1	0	0
avenge	1	0	0
averse	1	0	0
aversion	1	0	0
aweful	1	0	0
awful	1	0	0
awfully	1	0	0
awfulness	1	0	0
awkward	1	0	0
awkwardness	1	0	0
ax	1	0	0
babble	1	0	0
back-logged	1	0	0
back-wood	1	0	0
back-woods	1	0	0
backache	1	0	0
backaches	1	0	0
backaching	1	0	0
backbite	1	0	0
backbiting	1	0	0
backward	1	0	0
backwardness	1	0	0
backwood	1	0	0
backwoods	1	0	0
bad	1	0	0
badly	1	0	0
baffle	1	0	0
baffled	1	0	0
bafflement	1	0	0
baffling	1	0	0
bait	1	0	0
balk	1	0	0
banal	1	0	0
banalize	1	0	0
bane	1	0	0
banish	1	0	0
banishment	1	0	0
bankrupt	1	0	0
barbarian	1	0	0
barbaric	1	0	0
barbarically	1	0	0
barbarity	1	0	0
barbarous	1	0	0
barbarously	1	0	0
barren	1	0	0
baseless	1	0	0
bash	1	0	0
bashed	1	0	0
bashful	1	0	0
bashing	1	0	0
bastard	1	0	0
bastards	1	0	0
battered	1	0	0
battering	1	0	0
batty	1	0	0
bearish	1	0	0
beastly	1	0	0
bedlam	1	0	0
bedlamite	1	0	0
befoul	1	0	0
beg	1	0	0
beggar	1	0	0
beggarly	1	0	0
begging	1	0	0
beguile	1	0	0
belabor	1	0	0
belated	1	0	0
beleaguer	1	0	0
belie	1	0	0
belittle	1	0	0
belittled	1	0	0
belittling	1	0	0
bellicose	1	0	0
belligerence	1	0	0
belligerent	1	0	0
belligerently	1	0	0
bemoan	1	0	0
bemoaning	1	0	0
bemused	1	0	0
bent	1	0	0
berate	1	0	0
bereave	1	0	0
bereavement	1	0	0
bereft	1	0	0
berserk	1	0	0
beseech	1	0	0
beset	1	0	0
besiege	1	0	0
besmirch	1	0	0
bestial	1	0	0
betray	1	0	0
betrayal	1	0	0
betrayals	1	0	0
betrayer	1	0	0
betraying	1	0	0
betrays	1	0	0
bewail	1	0	0
beware	1	0	0
bewilder	1	0	0
bewildered	1	0	0
bewildering	1	0	0
bewilderingly	1	0	0
bewilderment	1	0	0
bewitch	1	0	0
bias	1	0	0
biased	1	0	0
biases	1	0	0
bicker	1	0	0
bickering	1	0	0
bid-rigging	1	0	0
bigotries	1	0	0
bigotry	1	0	0
bitch	1	0	0
bitchy	1	0	0
biting	1	0	0
bitingly	1	0	0
bitter	1	0	0
bitterly	1	0	0
bitterness	1	0	0
bizarre	1	0	0
blab	1	0	0
blabber	1	0	0
blackmail	1	0	0
blah	1	0	0
blame	1	0	0
blameworthy	1	0	0
bland	1	0	0
blandish	1	0	0
blaspheme	1	0	0
blasphemous	1	0	0
blasphemy	1	0	0
blasted	1	0	0
blatant	1	0	0
blatantly	1	0	0
blather	1	0	0
bleak	1	0	0
bleakly	1	0	0
bleakness	1	0	0
bleed	1	0	0
bleeding	1	0	0
bleeds	1	0	0
blemish	1	0	0
blind	1	0	0
blinding	1	0	0
blindingly	1	0	0
blindside	1	0	0
blister	1	0	0
blistering	1	0	0
bloated	1	0	0
blockage	1	0	0
blockhead	1	0	0
bloodshed	1	0	0
bloodthirsty	1	0	0
bloody	1	0	0
blotchy	1	0	0
blow	1	0	0
blunder	1	0	0
blundering	1	0	0
blunders	1	0	0
blunt	1	0	0
blur	1	0	0
bluring	1	0	0
blurred	1	0	0
blurring	1	0	0
blurry	1	0	0
blurs	1	0	0
blurt	1	0	0
boastful	1	0	0
boggle	1	0	0
bogus	1	0	0
boil	1	0	0
boiling	1	0	0
boisterous	1	0	0
bomb	1	0	0
bombard	1	0	0
bombardment	1	0	0
bombastic	1	0	0
bondage	1	0	0
bonkers	1	0	0
bore	1	0	0
bored	1	0	0
boredom	1	0	0
bores	1	0	0
boring	1	0	0
botch	1	0	0
bother	1	0	0
bothered	1	0	0
bothering	1	0	0
bothers	1	0	0
bothersome	1	0	0
bowdlerize	1	0	0
boycott	1	0	0
braggart	1	0	0
bragger	1	0	0
brainless	1	0	0
brainwash	1	0	0
brash	1	0	0
brashly	1	0	0
brashness	1	0	0
brat	1	0	0
bravado	1	0	0
brazen	1	0	0
brazenly	1	0	0
brazenness	1	0	0
breach	1	0	0
break	1	0	0
break-up	1	0	0
break-ups	1	0	0
breakdown	1	0	0
breaking	1	0	0
breaks	1	0	0
breakup	1	0	0
breakups	1	0	0
bribery	1	0	0
brimstone	1	0	0
bristle	1	0	0
brittle	1	0	0
broke	1	0	0
broken	1	0	0
broken-hearted	1	0	0
brood	1	0	0
browbeat	1	0	0
bruise	1	0	0
bruised	1	0	0
bruises	1	0	0
bruising	1	0	0
brusque	1	0	0
brutal	1	0	0
brutalising	1	0	0
brutalities	1	0	0
brutality	1	0	0
brutalize	1	0	0
brutalizing	1	0	0
brutally	1	0	0
brute	1	0	0
brutish	1	0	0
bs	1	0	0
buckle	1	0	0
bug	1	0	0
bugging	1	0	0
buggy	1	0	0
bugs	1	0	0
bulkier	1	0	0
bulkiness	1	0	0
bulky	1	0	0
bulkyness	1	0	0
bull****	1	0	0
bull----	1	0	0
bullies	1	0	0
bullshit	1	0	0
bullshyt	1	0	0
bully	1	0	0
bullying	1	0	0
bullyingly	1	0	0
bum	1	0	0
bump	1	0	0
bumped	1	0	0
bumping	1	0	0
bumpping	1	0	0
bumps	1	0	0
bumpy	1	0	0
bungle	1	0	0
bungler	1	0	0
bungling	1	0	0
bunk	1	0	0
burden	1	0	0
burdensome	1	0	0
burdensomely	1	0	0
burn	1	0	0
burned	1	0	0
burning	1	0	0
burns	1	0	0
bust	1	0	0
busts	1	0	0
busybody	1	0	0
butcher	1	0	0
butchery	1	0	0
buzzing	1	0	0
byzantine	1	0	0
cackle	1	0	0
calamities	1	0	0
calamitous	1	0	0
calamitously	1	0	0
calamity	1	0	0
callous	1	0	0
calumniate	1	0	0
calumniation	1	0	0
calumnies	1	0	0
calumnious	1	0	0
calumniously	1	0	0
calumny	1	0	0
cancer	1	0	0
cancerous	1	0	0
cannibal	1	0	0
cannibalize	1	0	0
capitulate	1	0	0
capricious	1	0	0
capriciously	1	0	0
capriciousness	1	0	0
capsize	1	0	0
careless	1	0	0
carelessness	1	0	0
caricature	1	0	0
carnage	1	0	0
carp	1	0	0
cartoonish	1	0	0
cash-strapped	1	0	0
castigate	1	0	0
castrated	1	0	0
casualty	1	0	0
cataclysm	1	0	0
cataclysmal	1	0	0
cataclysmic	1	0	0
cataclysmically	1	0	0
catastrophe	1	0	0
catastrophes	1	0	0
catastrophic	1	0	0
catastrophically	1	0	0
catastrophies	1	0	0
caustic	1	0	0
caustically	1	0	0
cautionary	1	0	0
cave	1	0	0
censure	1	0	0
chafe	1	0	0
chaff	1	0	0
chagrin	1	0	0
challenging	1	0	0
chaos	1	0	0
chaotic	1	0	0
chasten	1	0	0
chastise	1	0	0
chastisement	1	0	0
chatter	1	0	0
chatterbox	1	0	0
cheap	1	0	0
cheapen	1	0	0
cheaply	1	0	0
cheat	1	0	0
cheated	1	0	0
cheater	1	0	0
cheating	1	0	0
cheats	1	0	0
checkered	1	0	0
cheerless	1	0	0
cheesy	1	0	0
chide	1	0	0
childish	1	0	0
chill	1	0	0
chilly	1	0	0
chintzy	1	0	0
choke	1	0	0
choleric	1	0	0
choppy	1	0	0
chore	1	0	0
chronic	1	0	0
chunky	1	0	0
clamor	1	0	0
clamorous	1	0	0
clash	1	0	0
cliche	1	0	0
cliched	1	0	0
clique	1	0	0
clog	1	0	0
clogged	1	0	0
clogs	1	0	0
cloud	1	0	0
clouding	1	0	0
cloudy	1	0	0
clueless	1	0	0
clumsy	1	0	0
clunky	1	0	0
coarse	1	0	0
cocky	1	0	0
coerce	1	0	0
coercion	1	0	0
coercive	1	0	0
cold	1	0	0
coldly	1	0	0
collapse	1	0	0
collude	1	0	0
collusion	1	0	0
combative	1	0	0
combust	1	0	0
comical	1	0	0
commiserate	1	0	0
commonplace	1	0	0
commotion	1	0	0
commotions	1	0	0
complacent	1	0	0
complain	1	0	0
complained	1	0	0
complaining	1	0	0
complains	1	0	0
complaint	1	0	0
complaints	1	0	0
complex	1	0	0
complicated	1	0	0
complication	1	0	0
complicit	1	0	0
compulsion	1	0	0
compulsive	1	0	0
concede	1	0	0
conceded	1	0	0
conceit	1	0	0
conceited	1	0	0
concen	1	0	0
concens	1	0	0
concern	1	0	0
concerned	1	0	0
concerns	1	0	0
concession	1	0	0
concessions	1	0	0
condemn	1	0	0
condemnable	1	0	0
condemnation	1	0	0
condemned	1	0	0
condemns	1	0	0
condescend	1	0	0
condescending	1	0	0
condescendingly	1	0	0
condescension	1	0	0
confess	1	0	0
confession	1	0	0
confessions	1	0	0
confined	1	0	0
conflict	1	0	0
conflicted	1	0	0
conflicting	1	0	0
conflicts	1	0	0
confound	1	0	0
confounded	1	0	0
confounding	1	0	0
confront	1	0	0
confrontation	1	0	0
confrontational	1	0	0
confuse	1	0	0
confused	1	0	0
confuses	1	0	0
confusing	1	0	0
confusion	1	0	0
confusions	1	0	0
congested	1	0	0
congestion	1	0	0
cons	1	0	0
conscons	1	0	0
conservative	1	0	0
conspicuous	1	0	0
conspicuously	1	0	0
conspiracies	1	0	0
conspiracy	1	0	0
conspirator	1	0	0
conspiratorial	1	0	0
conspire	1	0	0
consternation	1	0	0
contagious	1	0	0
contaminate	1	0	0
contaminated	1	0	0
contaminates	1	0	0
contaminating	1	0	0
contamination	1	0	0
contempt	1	0	0
contemptible	1	0	0
contemptuous	1	0	0
contemptuously	1	0	0
contend	1	0	0
contention	1	0	0
contentious	1	0	0
contort	1	0	0
contortions	1	0	0
contradict	1	0	0
contradiction	1	0	0
contradictory	1	0	0
contrariness	1	0	0
contravene	1	0	0
contrive	1	0	0
contrived	1	0	0
controversial	1	0	0
controversy	1	0	0
